run_date,region,time,mm
2026-08-04,성남시수정구,2026-08-03T21:00,0
2026-08-04,성남시수정구,2026-08-03T22:00,0
2026-08-04,성남시수정구,2026-08-03T23:00,0
2026-08-05,수원시권선구,2026-08-04T00:00,0
2026-08-05,수원시권선구,2026-08-04T01:00,0
2026-08-05,수원시권선구,2026-08-04T02:00,0
2026-08-05,수원시권선구,2026-08-04T03:00,0
2026-08-05,수원시권선구,2026-08-04T04:00,0
2026-08-05,수원시권선구,2026-08-04T05:00,0
2026-08-05,수원시권선구,2026-08-04T06:00,0
2026-08-05,수원시권선구,2026-08-04T07:00,0
2026-08-05,수원시권선구,2026-08-04T08:00,0
2026-08-05,수원시권선구,2026-08-04T09:00,0
2026-08-05,수원시권선구,2026-08-04T10:00,0
2026-08-05,수원시권선구,2026-08-04T11:00,0
2026-08-05,수원시권선구,2026-08-04T12:00,0
2026-08-05,수원시권선구,2026-08-04T13:00,0
2026-08-05,수원시권선구,2026-08-04T14:00,0.1
2026-08-05,수원시권선구,2026-08-04T15:00,0
2026-08-05,수원시권선구,2026-08-04T16:00,0
2026-08-05,수원시권선구,2026-08-04T17:00,0
2026-08-05,수원시권선구,2026-08-04T18:00,0
2026-08-05,수원시권선구,2026-08-04T19:00,0
2026-08-05,수원시권선구,2026-08-04T20:00,0.2
2026-08-05,수원시권선구,2026-08-04T21:00,0.3
2026-08-05,수원시권선구,2026-08-04T22:00,0
2026-08-05,수원시권선구,2026-08-04T23:00,0
2026-08-05,성남시수정구,2026-08-04T00:00,0
2026-08-05,성남시수정구,2026-08-04T01:00,0
2026-08-05,성남시수정구,2026-08-04T02:00,0
2026-08-05,성남시수정구,2026-08-04T03:00,0
2026-08-05,성남시수정구,2026-08-04T04:00,0
2026-08-05,성남시수정구,2026-08-04T05:00,0
2026-08-05,성남시수정구,2026-08-04T06:00,0
2026-08-05,성남시수정구,2026-08-04T07:00,0
2026-08-05,성남시수정구,2026-08-04T08:00,0
2026-08-05,성남시수정구,2026-08-04T09:00,0
2026-08-05,성남시수정구,2026-08-04T10:00,0
2026-08-05,성남시수정구,2026-08-04T11:00,0
2026-08-05,성남시수정구,2026-08-04T12:00,0
2026-08-05,성남시수정구,2026-08-04T13:00,0
2026-08-05,성남시수정구,2026-08-04T14:00,0
2026-08-05,성남시수정구,2026-08-04T15:00,0
2026-08-05,성남시수정구,2026-08-04T16:00,0
2026-08-05,성남시수정구,2026-08-04T17:00,0
2026-08-05,성남시수정구,2026-08-04T18:00,0
2026-08-05,성남시수정구,2026-08-04T19:00,0
2026-08-05,성남시수정구,2026-08-04T20:00,0
2026-08-05,성남시수정구,2026-08-04T21:00,0
2026-08-05,성남시수정구,2026-08-04T22:00,0
2026-08-05,성남시수정구,2026-08-04T23:00,0
2026-08-06,수원시권선구,2026-08-05T00:00,0
2026-08-06,수원시권선구,2026-08-05T01:00,0
2026-08-06,수원시권선구,2026-08-05T02:00,0
2026-08-06,수원시권선구,2026-08-05T03:00,0
2026-08-06,수원시권선구,2026-08-05T04:00,0
2026-08-06,수원시권선구,2026-08-05T05:00,0
2026-08-06,수원시권선구,2026-08-05T06:00,0
2026-08-06,수원시권선구,2026-08-05T07:00,0
2026-08-06,수원시권선구,2026-08-05T08:00,0
2026-08-06,수원시권선구,2026-08-05T09:00,0
2026-08-06,수원시권선구,2026-08-05T10:00,0
2026-08-06,수원시권선구,2026-08-05T11:00,0
2026-08-06,수원시권선구,2026-08-05T12:00,0
2026-08-06,수원시권선구,2026-08-05T13:00,0
2026-08-06,수원시권선구,2026-08-05T14:00,0
2026-08-06,수원시권선구,2026-08-05T15:00,0
2026-08-06,수원시권선구,2026-08-05T16:00,0
2026-08-06,수원시권선구,2026-08-05T17:00,0
2026-08-06,수원시권선구,2026-08-05T18:00,0
2026-08-06,수원시권선구,2026-08-05T19:00,0
2026-08-06,수원시권선구,2026-08-05T20:00,0
2026-08-06,수원시권선구,2026-08-05T21:00,0
2026-08-06,수원시권선구,2026-08-05T22:00,0
2026-08-06,수원시권선구,2026-08-05T23:00,0
2026-08-06,성남시수정구,2026-08-05T00:00,0
2026-08-06,성남시수정구,2026-08-05T01:00,0
2026-08-06,성남시수정구,2026-08-05T02:00,0
2026-08-06,성남시수정구,2026-08-05T03:00,0
2026-08-06,성남시수정구,2026-08-05T04:00,0
2026-08-06,성남시수정구,2026-08-05T05:00,0
2026-08-06,성남시수정구,2026-08-05T06:00,0
2026-08-06,성남시수정구,2026-08-05T07:00,0
2026-08-06,성남시수정구,2026-08-05T08:00,0
2026-08-06,성남시수정구,2026-08-05T09:00,0
2026-08-06,성남시수정구,2026-08-05T10:00,0
2026-08-06,성남시수정구,2026-08-05T11:00,0
2026-08-06,성남시수정구,2026-08-05T12:00,0
2026-08-06,성남시수정구,2026-08-05T13:00,0
2026-08-06,성남시수정구,2026-08-05T14:00,0
2026-08-06,성남시수정구,2026-08-05T15:00,0
2026-08-06,성남시수정구,2026-08-05T16:00,0
2026-08-06,성남시수정구,2026-08-05T17:00,0
2026-08-06,성남시수정구,2026-08-05T18:00,0
2026-08-06,성남시수정구,2026-08-05T19:00,0
2026-08-06,성남시수정구,2026-08-05T20:00,0
2026-08-06,성남시수정구,2026-08-05T21:00,0
2026-08-06,성남시수정구,2026-08-05T22:00,0
2026-08-06,성남시수정구,2026-08-05T23:00,0
2026-08-08,수원시권선구,2026-08-07T00:00,0
2026-08-08,수원시권선구,2026-08-07T01:00,0
2026-08-08,수원시권선구,2026-08-07T02:00,0
2026-08-08,수원시권선구,2026-08-07T03:00,0
2026-08-08,수원시권선구,2026-08-07T04:00,0
2026-08-08,수원시권선구,2026-08-07T05:00,0
2026-08-08,수원시권선구,2026-08-07T06:00,0
2026-08-08,수원시권선구,2026-08-07T07:00,0
2026-08-08,수원시권선구,2026-08-07T08:00,0
2026-08-08,수원시권선구,2026-08-07T09:00,0
2026-08-08,수원시권선구,2026-08-07T10:00,0
2026-08-08,수원시권선구,2026-08-07T11:00,0
2026-08-08,수원시권선구,2026-08-07T12:00,0
2026-08-08,수원시권선구,2026-08-07T13:00,0
2026-08-08,수원시권선구,2026-08-07T14:00,0
2026-08-08,수원시권선구,2026-08-07T15:00,0
2026-08-08,수원시권선구,2026-08-07T16:00,0
2026-08-08,수원시권선구,2026-08-07T17:00,0
2026-08-08,수원시권선구,2026-08-07T18:00,0
2026-08-08,수원시권선구,2026-08-07T19:00,0
2026-08-08,수원시권선구,2026-08-07T20:00,0
2026-08-08,수원시권선구,2026-08-07T21:00,0
2026-08-08,수원시권선구,2026-08-07T22:00,0
2026-08-08,수원시권선구,2026-08-07T23:00,0
2026-08-08,성남시수정구,2026-08-07T00:00,0
2026-08-08,성남시수정구,2026-08-07T01:00,0
2026-08-08,성남시수정구,2026-08-07T02:00,0
2026-08-08,성남시수정구,2026-08-07T03:00,0
2026-08-08,성남시수정구,2026-08-07T04:00,0
2026-08-08,성남시수정구,2026-08-07T05:00,0
2026-08-08,성남시수정구,2026-08-07T06:00,0
2026-08-08,성남시수정구,2026-08-07T07:00,0
2026-08-08,성남시수정구,2026-08-07T08:00,0
2026-08-08,성남시수정구,2026-08-07T09:00,0
2026-08-08,성남시수정구,2026-08-07T10:00,0
2026-08-08,성남시수정구,2026-08-07T11:00,0
2026-08-08,성남시수정구,2026-08-07T12:00,0
2026-08-08,성남시수정구,2026-08-07T13:00,0
2026-08-08,성남시수정구,2026-08-07T14:00,0
2026-08-08,성남시수정구,2026-08-07T15:00,0
2026-08-08,성남시수정구,2026-08-07T16:00,0
2026-08-08,성남시수정구,2026-08-07T17:00,0
2026-08-08,성남시수정구,2026-08-07T18:00,0
2026-08-08,성남시수정구,2026-08-07T19:00,0
2026-08-08,성남시수정구,2026-08-07T20:00,0
2026-08-08,성남시수정구,2026-08-07T21:00,0
2026-08-08,성남시수정구,2026-08-07T22:00,0
2026-08-08,성남시수정구,2026-08-07T23:00,0
2026-08-09,수원시권선구,2026-08-08T00:00,0
2026-08-09,수원시권선구,2026-08-08T01:00,0
2026-08-09,수원시권선구,2026-08-08T02:00,0
2026-08-09,수원시권선구,2026-08-08T03:00,0
2026-08-09,수원시권선구,2026-08-08T04:00,0
2026-08-09,수원시권선구,2026-08-08T05:00,0
2026-08-09,수원시권선구,2026-08-08T06:00,0
2026-08-09,수원시권선구,2026-08-08T07:00,0
2026-08-09,수원시권선구,2026-08-08T08:00,0
2026-08-09,수원시권선구,2026-08-08T09:00,0
2026-08-09,수원시권선구,2026-08-08T10:00,0
2026-08-09,수원시권선구,2026-08-08T11:00,0
2026-08-09,수원시권선구,2026-08-08T12:00,0
2026-08-09,수원시권선구,2026-08-08T13:00,0
2026-08-09,수원시권선구,2026-08-08T14:00,0
2026-08-09,수원시권선구,2026-08-08T15:00,0
2026-08-09,수원시권선구,2026-08-08T16:00,0
2026-08-09,수원시권선구,2026-08-08T17:00,0
2026-08-09,수원시권선구,2026-08-08T18:00,0
2026-08-09,수원시권선구,2026-08-08T19:00,0
2026-08-09,수원시권선구,2026-08-08T20:00,0
2026-08-09,수원시권선구,2026-08-08T21:00,0
2026-08-09,수원시권선구,2026-08-08T22:00,0
2026-08-09,수원시권선구,2026-08-08T23:00,0
2026-08-09,성남시수정구,2026-08-08T00:00,0
2026-08-09,성남시수정구,2026-08-08T01:00,0
2026-08-09,성남시수정구,2026-08-08T02:00,0
2026-08-09,성남시수정구,2026-08-08T03:00,0
2026-08-09,성남시수정구,2026-08-08T04:00,0
2026-08-09,성남시수정구,2026-08-08T05:00,0
2026-08-09,성남시수정구,2026-08-08T06:00,0
2026-08-09,성남시수정구,2026-08-08T07:00,0
2026-08-09,성남시수정구,2026-08-08T08:00,0
2026-08-09,성남시수정구,2026-08-08T09:00,0
2026-08-09,성남시수정구,2026-08-08T10:00,0
2026-08-09,성남시수정구,2026-08-08T11:00,0
2026-08-09,성남시수정구,2026-08-08T12:00,0
2026-08-09,성남시수정구,2026-08-08T13:00,0
2026-08-09,성남시수정구,2026-08-08T14:00,0
2026-08-09,성남시수정구,2026-08-08T15:00,0
2026-08-09,성남시수정구,2026-08-08T16:00,0
2026-08-09,성남시수정구,2026-08-08T17:00,0
2026-08-09,성남시수정구,2026-08-08T18:00,0
2026-08-09,성남시수정구,2026-08-08T19:00,0
2026-08-09,성남시수정구,2026-08-08T20:00,0
2026-08-09,성남시수정구,2026-08-08T21:00,0
2026-08-09,성남시수정구,2026-08-08T22:00,0
2026-08-09,성남시수정구,2026-08-08T23:00,0
2026-08-10,수원시권선구,2026-08-09T00:00,0
2026-08-10,수원시권선구,2026-08-09T01:00,0
2026-08-10,수원시권선구,2026-08-09T02:00,0
2026-08-10,수원시권선구,2026-08-09T03:00,0
2026-08-10,수원시권선구,2026-08-09T04:00,0
2026-08-10,수원시권선구,2026-08-09T05:00,0
2026-08-10,수원시권선구,2026-08-09T06:00,0
2026-08-10,수원시권선구,2026-08-09T07:00,0
2026-08-10,수원시권선구,2026-08-09T08:00,0
2026-08-10,수원시권선구,2026-08-09T09:00,0
2026-08-10,수원시권선구,2026-08-09T10:00,0
2026-08-10,수원시권선구,2026-08-09T11:00,0
2026-08-10,수원시권선구,2026-08-09T12:00,0
2026-08-10,수원시권선구,2026-08-09T13:00,0
2026-08-10,수원시권선구,2026-08-09T14:00,0
2026-08-10,수원시권선구,2026-08-09T15:00,0
2026-08-10,수원시권선구,2026-08-09T16:00,0
2026-08-10,수원시권선구,2026-08-09T17:00,0
2026-08-10,수원시권선구,2026-08-09T18:00,0
2026-08-10,수원시권선구,2026-08-09T19:00,0
2026-08-10,수원시권선구,2026-08-09T20:00,0
2026-08-10,수원시권선구,2026-08-09T21:00,0
2026-08-10,수원시권선구,2026-08-09T22:00,0
2026-08-10,수원시권선구,2026-08-09T23:00,0
2026-08-10,성남시수정구,2026-08-09T00:00,0
2026-08-10,성남시수정구,2026-08-09T01:00,0
2026-08-10,성남시수정구,2026-08-09T02:00,0
2026-08-10,성남시수정구,2026-08-09T03:00,0
2026-08-10,성남시수정구,2026-08-09T04:00,0
2026-08-10,성남시수정구,2026-08-09T05:00,0
2026-08-10,성남시수정구,2026-08-09T06:00,0
2026-08-10,성남시수정구,2026-08-09T07:00,0
2026-08-10,성남시수정구,2026-08-09T08:00,0
2026-08-10,성남시수정구,2026-08-09T09:00,0
2026-08-10,성남시수정구,2026-08-09T10:00,0
2026-08-10,성남시수정구,2026-08-09T11:00,0
2026-08-10,성남시수정구,2026-08-09T12:00,0
2026-08-10,성남시수정구,2026-08-09T13:00,0
2026-08-10,성남시수정구,2026-08-09T14:00,0
2026-08-10,성남시수정구,2026-08-09T15:00,0
2026-08-10,성남시수정구,2026-08-09T16:00,0
2026-08-10,성남시수정구,2026-08-09T17:00,0
2026-08-10,성남시수정구,2026-08-09T18:00,0
2026-08-10,성남시수정구,2026-08-09T19:00,0
2026-08-10,성남시수정구,2026-08-09T20:00,0
2026-08-10,성남시수정구,2026-08-09T21:00,0
2026-08-10,성남시수정구,2026-08-09T22:00,0
2026-08-10,성남시수정구,2026-08-09T23:00,0
